winner_age,winner_id,year
22.2,207182,2024
25.9,200335,2024
24.8,144895,2024
23.3,207681,2024
22.9,208363,2024
22.2,207678,2024
25.9,200335,2024
22.8,207799,2024
24.8,144895,2024
26.9,126504,2024
23.3,207681,2024
22.9,208363,2024
25.5,144821,2024
21.8,207925,2024
22.1,209279,2024
25.4,206499,2024
26.1,111581,2024
21.8,207925,2024
31.7,106005,2024
22.1,209279,2024
21.2,208260,2024
23.0,208014,2024
25.4,206499,2024
28.4,106415,2024
26.1,111581,2024
23.3,207830,2024
28.7,109739,2024
21.5,209070,2024
32.0,105916,2024
23.3,207830,2024
35.8,105138,2024
19.7,209414,2024
28.7,109739,2024
22.2,206748,2024
21.5,209070,2024
32.0,105916,2024
37.6,104755,2024
22.0,208882,2024
26.2,144684,2024
22.2,207678,2024
24.8,144895,2024
23.3,207681,2024
22.0,208882,2024
26.2,144684,2024
33.9,105487,2024
22.2,207678,2024
24.8,207130,2024
26.4,123961,2024
24.8,144895,2024
23.9,205734,2024
30.0,106298,2024
19.0,209992,2024
31.5,106045,2024
20.7,208278,2024
26.6,134457,2024
25.9,127760,2024
26.6,111805,2024
31.7,106005,2024
19.9,210319,2024
33.2,105676,2024
27.9,126409,2024
23.9,205734,2024
30.1,106281,2024
30.0,106298,2024
22.0,208004,2024
19.0,209992,2024
34.0,105487,2024
31.5,106045,2024
22.2,207182,2024
29.0,133975,2024
20.7,208278,2024
24.8,200514,2024
26.6,134457,2024
25.9,127760,2024
21.2,208260,2024
26.5,111576,2024
26.6,111805,2024
31.7,106005,2024
19.9,210319,2024
28.8,131934,2024
20.5,208134,2024
33.2,105676,2024
26.2,144684,2024
27.9,126409,2024
24.0,205734,2024
22.2,207182,2024
22.1,208004,2024
25.9,127760,2024
31.5,106043,2024
19.7,209409,2024
28.8,131934,2024
24.9,200443,2024
25.5,206499,2024
22.6,206909,2024
26.7,200240,2024
35.9,105138,2024
24.0,205734,2024
27.9,126409,2024
28.4,106415,2024
22.2,207182,2024
22.1,208004,2024
33.2,105676,2024
18.5,210150,2024
25.9,127760,2024
28.6,126239,2024
31.5,106043,2024
19.7,209409,2024
26.5,111576,2024
25.3,200473,2024
28.8,131934,2024
26.8,124079,2024
24.9,200443,2024
25.5,206499,2024
24.7,200267,2024
22.6,206909,2024
22.1,209279,2024
25.2,200670,2024
26.7,200240,2024
22.7,202261,2024
35.9,105138,2024
27.8,123828,2024
30.1,106298,2024
20.6,210262,2024
21.4,208010,2024
25.2,144672,2024
27.8,123828,2024
37.7,104755,2024
30.1,106298,2024
26.0,127760,2024
20.6,210262,2024
29.7,122554,2024
21.4,208010,2024
28.0,133835,2024
24.4,200516,2024
30.0,106310,2024
24.4,200059,2024
30.2,106283,2024
28.0,133835,2024
24.4,200516,2024
25.9,200587,2024
25.3,200473,2024
30.0,106310,2024
30.8,106187,2024
24.4,200059,2024
36.8,104926,2024
33.3,105676,2024
26.7,134457,2024
22.2,209263,2024
36.8,104926,2024
27.7,111192,2024
33.3,105676,2024
29.1,133975,2024
30.1,106296,2024
26.7,134457,2024
22.2,209263,2024
23.4,200484,2024
26.9,144719,2024
24.9,144895,2024
26.6,111576,2024
32.0,105948,2024
20.6,208134,2024
29.8,106331,2024
35.9,105138,2024
32.4,105870,2024
26.9,144719,2024
25.5,127157,2024
24.9,144895,2024
23.3,207680,2024
26.6,111576,2024
32.0,105948,2024
28.7,126239,2024
27.1,124186,2024
20.6,208134,2024
29.8,106331,2024
28.0,126846,2024
28.9,132283,2024
35.9,105138,2024
19.1,209992,2024
23.1,207213,2024
22.1,208004,2024
31.6,106043,2024
23.5,200572,2024
34.2,105477,2024
19.1,209992,2024
28.0,126409,2024
23.1,207213,2024
30.9,106177,2024
22.1,208004,2024
28.9,131934,2024
31.6,106043,2024
30.8,106187,2024
23.5,200572,2024
30.8,106198,2024
29.3,126149,2024
34.2,105477,2024
23.2,208859,2024
27.4,123809,2024
27.8,144817,2024
23.3,208279,2024
27.0,126504,2024
23.2,208859,2024
23.5,202260,2024
27.4,123809,2024
27.8,123828,2024
27.8,144817,2024
29.4,123983,2024
23.3,208279,2024
26.6,126535,2024
30.1,106296,2024
34.4,105430,2024
25.4,200473,2024
26.6,126535,2024
27.5,144645,2024
30.1,106296,2024
30.1,106298,2024
34.4,105430,2024
22.5,202262,2024
25.4,200473,2024
27.8,126127,2024
29.8,106329,2024
21.5,208010,2024
36.2,105077,2024
22.7,206909,2024
26.0,127760,2024
29.2,133975,2024
25.0,144895,2024
28.0,106423,2024
37.8,104755,2024
20.7,209098,2024
25.6,206499,2024
34.1,105487,2024
34.4,105430,2024
29.8,106329,2024
32.1,105948,2024
21.5,208010,2024
36.0,105138,2024
36.2,105077,2024
22.7,206909,2024
24.8,200116,2024
23.0,202058,2024
26.0,127760,2024
29.2,133975,2024
20.8,208278,2024
25.0,144895,2024
20.4,209406,2024
28.0,106423,2024
30.6,106233,2024
23.2,207213,2024
37.8,104755,2024
20.7,209098,2024
23.5,207681,2024
25.6,206499,2024
25.4,200473,2024
34.1,105487,2024
22.3,206748,2024
22.7,206909,2024
26.8,134457,2024
27.2,124186,2024
29.9,106329,2024
31.7,106043,2024
22.3,209279,2024
30.2,106296,2024
23.3,208859,2024
28.8,109739,2024
20.8,209098,2024
24.9,200267,2024
28.5,122298,2024
22.7,206909,2024
23.9,207411,2024
26.8,200240,2024
26.8,134457,2024
34.4,105430,2024
27.2,124186,2024
25.0,144895,2024
29.9,106329,2024
36.3,105062,2024
31.7,106043,2024
22.3,209279,2024
22.2,208004,2024
26.2,200335,2024
30.2,106296,2024
23.3,208859,2024
23.2,207213,2024
28.8,109739,2024
37.8,104755,2024
25.3,200670,2024
20.8,209098,2024
24.9,200267,2024
19.2,209992,2024
34.1,105487,2024
28.5,122298,2024
28.0,124116,2024
25.7,206499,2024
33.4,105676,2024
26.8,134457,2024
28.0,124116,2024
27.5,123809,2024
25.7,206499,2024
20.5,209406,2024
33.4,105676,2024
28.1,133835,2024
26.8,134457,2024
27.3,126663,2024
31.3,106121,2024
25.1,207663,2024
27.9,123755,2024
23.6,200384,2024
31.3,106121,2024
32.3,110751,2024
25.1,207663,2024
25.5,200266,2024
27.9,123755,2024
22.2,208004,2024
23.6,200384,2024
29.1,106398,2024
29.6,136440,2024
29.6,136440,2024
18.3,210150,2024
29.6,136440,2024
22.2,209113,2024
18.3,210150,2024
22.4,206909,2024
29.6,136440,2024
33.0,105676,2024
22.2,209113,2024
21.9,209263,2024
18.3,210150,2024
29.7,106310,2024
22.8,209262,2024
22.4,206909,2024
29.6,136440,2024
28.6,131934,2024
26.8,144750,2024
33.0,105676,2024
23.1,200484,2024
22.2,209113,2024
21.9,209263,2024
17.9,211727,2024
30.6,106187,2024
18.3,210150,2024
29.7,106310,2024
31.6,106000,2024
25.9,111581,2024
22.8,209262,2024
18.4,209976,2024
22.4,206909,2024
28.6,131934,2024
23.1,200484,2024
21.9,209263,2024
,211315,2024
29.7,106310,2024
30.6,106187,2024
28.6,131934,2024
20.1,209406,2024
30.9,106109,2024
23.1,200484,2024
21.9,209263,2024
23.5,202354,2024
,211315,2024
20.9,209405,2024
29.7,106310,2024
30.6,106187,2024
29.1,123983,2024
25.1,200473,2024
29.8,106298,2024
25.1,200473,2024
29.8,106298,2024
26.5,111805,2024
25.1,200473,2024
24.7,200318,2024
22.8,206904,2024
29.8,106298,2024
26.5,111805,2024
36.7,129911,2024
25.1,200473,2024
22.9,208859,2024
24.7,200318,2024
25.7,200587,2024
33.6,105539,2024
22.8,206904,2024
29.8,106298,2024
19.3,210382,2024
20.6,210136,2024
26.5,111805,2024
36.7,129911,2024
29.8,106293,2024
29.2,106362,2024
25.1,200473,2024
22.9,208859,2024
27.1,123809,2024
22.3,202358,2024
24.7,200318,2024
25.7,200587,2024
27.2,144645,2024
26.5,111805,2024
31.6,207186,2024
25.1,200473,2024
25.0,200677,2024
36.7,129911,2024
29.8,106298,2024
26.5,111805,2024
25.3,200273,2024
27.5,132052,2024
31.6,207186,2024
25.1,200473,2024
28.1,131905,2024
25.0,200677,2024
31.1,106071,2024
36.7,129911,2024
22.3,202358,2024
29.8,106298,2024
21.3,209070,2024
28.8,111505,2024
21.3,209070,2024
27.8,133835,2024
28.8,111505,2024
21.3,209070,2024
21.9,208004,2024
37.5,104755,2024
27.8,133835,2024
23.2,200384,2024
28.8,111505,2024
21.3,209070,2024
34.6,105332,2024
23.5,207411,2024
21.9,208004,2024
37.5,104755,2024
20.4,208659,2024
27.8,133835,2024
26.4,134457,2024
23.2,200384,2024
22.6,208021,2024
24.4,207728,2024
28.8,111505,2024
21.3,209070,2024
24.1,200516,2024
29.0,124040,2024
34.6,105332,2024
23.5,207411,2024
22.5,208169,2024
21.9,208004,2024
31.6,106005,2024
25.1,202334,2024
33.2,105655,2024
27.6,106425,2024
36.6,104907,2024
24.4,207728,2024
27.6,200024,2024
25.1,202334,2024
33.2,105655,2024
30.1,106254,2024
27.6,106425,2024
36.6,104907,2024
25.1,201987,2024
28.8,126573,2024
24.4,207728,2024
26.6,117359,2024
20.4,209874,2024
33.1,105671,2024
20.4,209874,2024
31.1,106078,2024
33.1,105671,2024
22.5,208316,2024
20.4,209874,2024
28.8,111515,2024
31.1,106078,2024
33.1,105671,2024
20.4,210262,2024
22.5,208316,2024
30.8,106137,2024
20.4,209874,2024
34.7,105311,2024
28.8,111515,2024
32.3,105841,2024
31.1,106078,2024
29.9,106288,2024
28.3,117356,2024
33.1,105671,2024
26.9,134068,2024
20.4,210262,2024
22.5,208316,2024
25.5,202400,2024
25.4,126652,2024
30.8,106137,2024
20.4,209874,2024
30.2,106249,2024
24.1,206703,2024
34.7,105311,2024
21.6,209385,2024
31.1,106078,2024
25.4,126652,2024
27.8,111511,2024
36.5,104932,2024
25.5,202400,2024
21.6,209385,2024
24.7,200713,2024
31.1,106078,2024
23.0,208143,2024
25.4,126652,2024
23.6,206750,2024
27.8,111511,2024
26.9,134068,2024
22.7,206325,2024
36.5,104932,2024
19.7,210203,2024
25.5,202400,2024
19.7,208293,2024
27.2,122078,2024
19.7,208293,2024
17.3,211663,2024
27.2,122078,2024
19.7,208293,2024
23.7,206307,2024
29.1,126149,2024
17.3,211663,2024
22.7,207729,2024
27.2,122078,2024
19.7,208293,2024
23.5,208069,2024
22.9,127123,2024
23.7,206307,2024
21.3,209903,2024
29.1,126149,2024
17.3,211663,2024
26.3,123961,2024
22.7,207729,2024
29.9,106292,2024
27.2,122078,2024
27.6,138821,2024
31.8,105952,2024
19.7,208293,2024
23.5,208069,2024
29.3,106352,2024
23.8,208071,2024
22.9,127123,2024
30.5,106203,2024
23.7,206307,2024
19.7,208293,2024
28.9,106380,2024
21.5,209254,2024
22.9,127123,2024
27.2,122078,2024
29.3,106352,2024
23.3,207535,2024
19.7,208293,2024
19.6,209226,2024
28.9,106380,2024
29.4,207736,2024
21.5,209254,2024
24.9,207704,2024
25.7,200331,2024
27.2,122078,2024
26.0,133820,2024
29.3,106352,2024
25.1,200473,2024
25.1,200473,2024
28.1,131905,2024
25.1,200473,2024
21.4,209259,2024
25.0,200677,2024
28.1,131905,2024
30.3,110602,2024
25.1,200473,2024
21.4,209259,2024
33.2,105655,2024
31.4,106034,2024
25.0,200677,2024
25.7,200587,2024
28.1,131905,2024
30.3,110602,2024
28.7,106397,2024
25.1,200473,2024
32.4,105815,2024
31.0,106099,2024
21.4,209259,2024
33.2,105655,2024
26.2,126208,2024
19.5,209409,2024
31.4,106034,2024
25.0,200677,2024
19.3,210382,2024
25.7,200587,2024
25.6,200216,2024
28.1,131905,2024
34.5,105359,2024
26.2,126208,2024
29.1,106368,2024
33.2,105655,2024
23.2,200572,2024
25.0,200677,2024
26.2,126208,2024
19.3,208852,2024
27.6,200024,2024
29.1,106368,2024
26.2,144751,2024
33.2,105655,2024
27.6,132052,2024
23.2,200572,2024
27.2,111806,2024
25.0,200677,2024
36.7,129911,2024
21.9,209857,2024
20.2,102093,2024
21.9,209857,2024
33.2,105657,2024
20.2,102093,2024
21.9,209857,2024
33.1,105671,2024
23.0,208279,2024
33.2,105657,2024
34.7,105311,2024
20.2,102093,2024
21.9,209857,2024
20.5,209284,2024
33.1,105671,2024
22.6,208316,2024
23.0,208279,2024
25.7,200416,2024
33.2,105657,2024
24.9,200188,2024
34.7,105311,2024
32.3,105841,2024
24.1,206703,2024
20.2,102093,2024
21.9,209857,2024
32.0,110751,2024
25.8,133872,2024
20.5,209284,2024
33.1,105671,2024
19.8,210319,2024
20.5,209874,2024
22.6,208316,2024
33.2,105657,2024
24.0,202398,2024
21.6,209385,2024
23.4,202420,2024
32.0,110751,2024
20.5,209284,2024
24.9,202359,2024
33.2,105657,2024
24.0,202398,2024
26.7,134794,2024
24.7,200385,2024
21.6,209385,2024
27.3,123795,2024
23.4,202420,2024
30.8,106137,2024
32.0,110751,2024
20.5,209284,2024
22.2,207231,2024
33.8,105487,2024
22.8,208363,2024
33.8,105487,2024
22.8,208363,2024
25.4,144918,2024
27.2,122078,2024
33.8,105487,2024
22.8,208363,2024
26.3,123961,2024
24.5,144973,2024
25.4,144918,2024
27.2,122078,2024
31.9,105911,2024
33.8,105487,2024
22.1,208119,2024
22.8,208363,2024
23.8,202277,2024
31.4,106044,2024
26.3,123961,2024
24.5,144973,2024
21.6,208269,2024
26.7,200255,2024
25.4,144918,2024
31.1,106075,2024
27.2,122078,2024
24.8,207663,2024
31.9,105911,2024
33.8,105487,2024
31.8,105952,2024
22.1,208119,2024
22.7,207729,2024
21.6,208269,2024
29.9,106292,2024
23.4,202199,2024
29.0,106380,2024
23.8,202277,2024
25.9,126197,2024
30.5,106203,2024
21.6,208269,2024
29.9,106292,2024
21.5,209254,2024
23.4,202199,2024
22.9,127123,2024
29.0,106380,2024
19.2,210498,2024
26.4,126535,2024
23.8,202277,2024
27.5,124014,2024
25.9,126197,2024
30.0,106283,2024
30.0,106283,2024
25.7,200587,2024
24.2,206703,2024
30.0,106283,2024
25.7,200587,2024
28.9,111515,2024
22.2,208300,2024
24.2,206703,2024
30.0,106283,2024
18.1,210530,2024
28.5,131951,2024
25.7,200587,2024
28.9,111515,2024
33.9,105477,2024
22.2,208300,2024
18.7,210460,2024
24.2,206703,2024
25.9,111578,2024
30.0,106283,2024
30.8,111761,2024
18.1,210530,2024
26.3,132831,2024
24.4,208389,2024
28.5,131951,2024
28.7,126177,2024
25.7,200587,2024
28.9,111515,2024
27.2,134389,2024
24.4,202342,2024
33.9,105477,2024
19.1,211394,2024
24.7,207130,2024
21.5,210370,2024
24.9,208055,2024
25.9,111578,2024
21.6,208297,2024
19.1,211394,2024
25.1,209416,2024
24.7,207130,2024
21.3,209088,2024
21.5,210370,2024
27.8,111511,2024
24.9,208055,2024
25.5,202333,2024
26.8,122548,2024
25.9,111578,2024
19.3,210486,2024
21.6,208297,2024
22.0,209263,2024
22.0,209263,2024
26.5,111805,2024
22.0,209263,2024
34.5,105359,2024
25.6,200216,2024
26.5,111805,2024
22.9,207213,2024
22.0,209263,2024
28.1,126106,2024
34.5,105359,2024
26.5,134457,2024
25.6,200216,2024
30.3,110602,2024
26.5,111805,2024
22.9,207213,2024
24.3,207788,2024
22.8,206904,2024
22.0,209263,2024
28.1,126106,2024
25.6,126555,2024
34.5,105359,2024
26.8,144826,2024
26.5,134457,2024
32.4,105815,2024
25.6,200216,2024
26.4,200647,2024
28.9,123819,2024
30.3,110602,2024
26.5,111805,2024
28.9,133975,2024
34.6,105339,2024
26.5,111805,2024
25.6,200216,2024
32.4,105815,2024
31.6,207186,2024
26.6,117361,2024
26.5,134457,2024
34.6,105339,2024
26.5,111805,2024
31.0,106099,2024
28.1,131911,2024
25.6,200216,2024
32.4,105815,2024
23.2,202260,2024
33.6,105539,2024
31.6,207186,2024
26.6,117361,2024
31.2,106071,2024
22.4,206909,2024
22.4,206909,2024
26.7,124079,2024
30.6,106187,2024
22.4,206909,2024
25.1,200266,2024
26.7,124079,2024
30.6,106187,2024
21.6,209385,2024
22.4,206909,2024
21.0,208353,2024
25.1,200266,2024
36.0,105062,2024
21.2,208010,2024
26.7,124079,2024
36.6,104926,2024
30.6,106187,2024
21.6,209385,2024
21.7,209911,2024
22.4,206909,2024
23.1,208279,2024
21.0,208353,2024
22.5,202261,2024
25.9,200335,2024
25.1,200266,2024
36.0,105062,2024
25.4,144972,2024
21.2,208010,2024
22.6,202090,2024
33.5,105575,2024
26.7,124079,2024
30.6,106187,2024
22.6,208316,2024
25.1,200266,2024
28.9,126107,2024
21.6,209385,2024
21.7,209911,2024
19.0,209147,2024
27.0,126120,2024
25.1,200266,2024
29.5,122554,2024
28.9,126107,2024
23.5,202420,2024
32.3,105841,2024
21.6,209385,2024
25.7,200416,2024
21.7,209911,2024
22.1,209080,2024
21.1,208260,2024
22.1,209080,2024
21.1,208260,2024
32.0,110751,2024
22.1,209080,2024
23.1,210318,2024
21.1,208260,2024
19.6,210107,2024
18.1,210530,2024
32.0,110751,2024
22.1,209080,2024
25.7,200587,2024
28.9,111515,2024
23.1,210318,2024
21.1,208260,2024
28.7,126177,2024
19.6,210107,2024
30.0,106283,2024
33.9,105477,2024
18.1,210530,2024
32.0,110751,2024
,212216,2024
22.1,209080,2024
24.0,200075,2024
19.7,210044,2024
25.7,200587,2024
28.9,111515,2024
24.2,206703,2024
27.2,134389,2024
23.1,210318,2024
21.6,208297,2024
19.7,210028,2024
19.7,210044,2024
24.7,207130,2024
23.1,210318,2024
19.6,210107,2024
21.6,208297,2024
25.5,202333,2024
21.9,210565,2024
19.7,210028,2024
19.7,210044,2024
25.9,111578,2024
28.8,126573,2024
24.7,207130,2024
23.1,210318,2024
23.8,202126,2024
19.6,210107,2024
25.4,200220,2024
29.1,126149,2024
22.7,202058,2024
29.1,126149,2024
21.9,208882,2024
22.7,202058,2024
29.1,126149,2024
31.2,106065,2024
21.9,208882,2024
29.6,106329,2024
22.7,202058,2024
26.3,123961,2024
29.1,126149,2024
22.1,207678,2024
34.1,105430,2024
31.2,106065,2024
31.8,105952,2024
21.9,208882,2024
33.8,105487,2024
29.6,106329,2024
22.7,202058,2024
21.8,208361,2024
26.3,123961,2024
24.5,200116,2024
23.2,207681,2024
29.1,126149,2024
22.1,207678,2024
24.8,207663,2024
21.9,209260,2024
34.1,105430,2024
24.5,144973,2024
31.2,106065,2024
27.1,144870,2024
31.8,105952,2024
24.8,207663,2024
29.1,126149,2024
21.6,208269,2024
26.3,123961,2024
27.1,144870,2024
21.0,208223,2024
31.8,105952,2024
19.2,210498,2024
24.8,207663,2024
25.9,126197,2024
26.4,126535,2024
29.1,126149,2024
21.6,208269,2024
30.5,106203,2024
26.3,123961,2024
23.4,202199,2024
21.9,209857,2024
27.1,106432,2024
21.9,209857,2024
27.1,106432,2024
31.6,106000,2024
21.9,209857,2024
22.4,206909,2024
27.1,106432,2024
20.1,209406,2024
23.2,202260,2024
31.6,106000,2024
21.9,209857,2024
27.5,144817,2024
22.4,206909,2024
27.5,123828,2024
27.1,106432,2024
28.0,111794,2024
20.1,209406,2024
33.1,105676,2024
23.2,202260,2024
33.2,105657,2024
31.6,106000,2024
24.2,200436,2024
21.9,209857,2024
22.8,206904,2024
29.8,106310,2024
27.5,144817,2024
22.4,206909,2024
22.0,209920,2024
27.5,123828,2024
22.6,202090,2024
30.6,106187,2024
33.2,105657,2024
21.9,209857,2024
20.5,209874,2024
22.6,202090,2024
21.4,208230,2024
30.6,106187,2024
28.4,117356,2024
27.3,123795,2024
33.2,105657,2024
21.9,209857,2024
23.2,202260,2024
36.0,105062,2024
20.5,209874,2024
22.6,202090,2024
21.7,209911,2024
21.4,208230,2024
28.9,126107,2024
32.8,105732,2024
22.9,207213,2024
32.8,105732,2024
21.9,208004,2024
22.9,207213,2024
24.9,200188,2024
32.8,105732,2024
22.5,202261,2024
21.9,208004,2024
22.9,207213,2024
26.6,202195,2024
24.9,200188,2024
29.9,106288,2024
32.8,105732,2024
28.4,126239,2024
22.5,202261,2024
22.6,208021,2024
21.9,208004,2024
22.3,209113,2024
22.9,207213,2024
26.8,144826,2024
33.5,105575,2024
26.6,202195,2024
26.5,200240,2024
24.9,200188,2024
29.9,106288,2024
28.9,126129,2024
32.8,105732,2024
30.8,106137,2024
30.4,106220,2024
28.4,126239,2024
21.6,209385,2024
33.5,105575,2024
24.7,200385,2024
29.9,106288,2024
31.0,121411,2024
23.7,208049,2024
28.1,131911,2024
21.6,209385,2024
33.5,105575,2024
26.8,126340,2024
24.6,208147,2024
24.7,200385,2024
29.9,106288,2024
30.8,106137,2024
31.0,121411,2024
30.0,111459,2024
23.7,208049,2024
25.4,145001,2024
26.6,117357,2024
26.6,117357,2024
31.0,106109,2024
26.6,117357,2024
30.3,122495,2024
31.0,106109,2024
31.4,106034,2024
26.6,117357,2024
22.9,208013,2024
29.9,106291,2024
30.3,122495,2024
33.2,105655,2024
31.0,106109,2024
31.4,106034,2024
26.7,117360,2024
22.9,208014,2024
26.6,117357,2024
25.0,200677,2024
22.9,208013,2024
29.9,106291,2024
17.4,210436,2024
30.3,122495,2024
20.3,210340,2024
20.5,210317,2024
33.2,105655,2024
31.0,106109,2024
24.7,200443,2024
31.4,106034,2024
26.2,126208,2024
25.4,144915,2024
26.7,117360,2024
26.1,200661,2024
26.0,206921,2024
25.2,207998,2024
24.9,210705,2024
21.0,210121,2024
30.3,122495,2024
26.1,200661,2024
17.9,211727,2024
23.1,207383,2024
26.0,206921,2024
25.2,207998,2024
25.9,206735,2024
24.9,210705,2024
26.3,132134,2024
21.0,210121,2024
25.2,202334,2024
29.4,125804,2024
30.3,122495,2024
24.2,200516,2024
24.2,200516,2024
19.8,210319,2024
32.0,105902,2024
24.2,200516,2024
31.4,106045,2024
19.8,210319,2024
32.0,105902,2024
21.4,209088,2024
22.1,207182,2024
24.2,200516,2024
32.5,105815,2024
31.4,106045,2024
19.8,210319,2024
28.9,111515,2024
32.0,105902,2024
31.9,135753,2024
21.4,209088,2024
30.0,106283,2024
22.1,207182,2024
19.2,211394,2024
21.4,209326,2024
24.2,200516,2024
32.5,105815,2024
32.0,110751,2024
27.9,111511,2024
31.4,106045,2024
19.8,210319,2024
25.9,111578,2024
28.9,111515,2024
24.5,208389,2024
34.5,123896,2024
24.5,206589,2024
25.9,111578,2024
19.2,211394,2024
31.9,135753,2024
27.0,208586,2024
27.6,200228,2024
